Time,Voltage(kV),Voltage-100ohm
1.29E-04,-1.8000001,0
1.29E-04,-2,-8.00E-02
1.30E-04,-2,-1.60E-01
1.30E-04,-2,-2.40E-01
1.30E-04,-2.2,-4.00E-01
1.30E-04,-2,-3.20E-01
1.30E-04,-2,-3.20E-01
1.31E-04,-2,-4.00E-01
1.31E-04,-2,-4.80E-01
1.31E-04,-2,-4.80E-01
1.31E-04,-2,-6.40E-01
1.31E-04,-2,-6.40E-01
1.32E-04,-1.6,-5.60E-01
1.32E-04,-1.6,-7.20E-01
1.32E-04,-1,-7.20E-01
1.32E-04,-6.00E-01,-8.00E-01
1.32E-04,0,-8.00E-01
1.33E-04,0,-7.20E-01
1.33E-04,0,-7.20E-01
1.33E-04,0,-8.00E-01
1.33E-04,2.00E-01,-8.80E-01
1.33E-04,2.00E-01,-8.80E-01
1.34E-04,0,-8.80E-01
1.34E-04,0,-9.60E-01
1.34E-04,0,-8.80E-01
1.34E-04,0,-1.04
1.34E-04,-6.00E-01,-9.60E-01
1.35E-04,-2.00E-01,-9.60E-01
1.35E-04,-4.00E-01,-9.60E-01
1.35E-04,-2.00E-01,-8.80E-01
1.35E-04,-2.00E-01,-9.60E-01
1.35E-04,-6.00E-01,-9.60E-01
1.36E-04,-4.00E-01,-1.04
1.36E-04,-2.00E-01,-9.60E-01
1.36E-04,-2.00E-01,-9.60E-01
1.36E-04,0,-1.12
1.36E-04,2.00E-01,-1.12
1.37E-04,4.00E-01,-1.04
1.37E-04,4.00E-01,-1.04
1.37E-04,2.00E-01,-1.04
1.37E-04,4.00E-01,-1.04
1.37E-04,4.00E-01,-1.04
1.38E-04,6.00E-01,-1.12
1.38E-04,4.00E-01,-1.04
1.38E-04,8.00E-01,-1.04
1.38E-04,8.00E-01,-1.04
1.38E-04,8.00E-01,-1.04
1.39E-04,1,-1.12
1.39E-04,1,-1.1999999
1.39E-04,1.4,-1.04
1.39E-04,1.6,-1.12
1.39E-04,1.4,-1.1999999
1.40E-04,2,-1.04
1.40E-04,1.8000001,-1.04
1.40E-04,1.8000001,-1.12
1.40E-04,2.4000001,-1.04
1.40E-04,2.4000001,-1.04
1.41E-04,2.79999995,-9.60E-01
1.41E-04,2.79999995,-1.04
1.41E-04,3,-1.04
1.41E-04,3.4000001,-9.60E-01
1.41E-04,3.60000014,-1.04
1.42E-04,3.60000014,-8.80E-01
1.42E-04,3.79999995,-8.80E-01
1.42E-04,4,-8.80E-01
1.42E-04,4,-8.00E-01
1.42E-04,4.20000029,-8.00E-01
1.43E-04,4.4000001,-7.20E-01
1.43E-04,4.5999999,-7.20E-01
1.43E-04,5,-7.20E-01
1.43E-04,4.80000019,-6.40E-01
1.43E-04,5.20000029,-5.60E-01
1.44E-04,5.20000029,-4.80E-01
1.44E-04,5.20000029,-4.00E-01
1.44E-04,5.20000029,-2.40E-01
1.44E-04,5,-1.60E-01
1.44E-04,4.80000019,0
1.45E-04,4.20000029,2.40E-01
1.45E-04,4.20000029,3.20E-01
1.45E-04,4.20000029,4.80E-01
1.45E-04,3.79999995,6.40E-01
1.45E-04,3.4000001,7.20E-01
1.46E-04,3.20000005,8.80E-01
1.46E-04,2.79999995,9.60E-01
1.46E-04,2.6000001,1.04
1.46E-04,2.6000001,1.04
1.46E-04,2.4000001,1.12
1.47E-04,2.4000001,1.12
1.47E-04,2.2,1.12
1.47E-04,2.2,1.12
1.47E-04,2.2,1.12
1.47E-04,1.8000001,1.12
1.48E-04,1.8000001,1.1999999
1.48E-04,2,9.60E-01
1.48E-04,1.6,1.04
1.48E-04,1.8000001,9.60E-01
1.48E-04,1.6,1.04
1.49E-04,1.2,9.60E-01
1.49E-04,1.6,8.80E-01
1.49E-04,1.6,8.00E-01
1.49E-04,1.4,8.80E-01
1.49E-04,1.2,8.00E-01
1.50E-04,1.2,8.00E-01
1.50E-04,1,7.20E-01
1.50E-04,8.00E-01,6.40E-01
1.50E-04,8.00E-01,5.60E-01
1.50E-04,8.00E-01,4.80E-01
1.51E-04,6.00E-01,4.80E-01
1.51E-04,4.00E-01,4.00E-01
1.51E-04,0,4.00E-01
1.51E-04,0,3.20E-01
1.51E-04,-8.00E-01,2.40E-01
1.52E-04,-8.00E-01,1.60E-01
1.52E-04,-1.4,1.60E-01
1.52E-04,-1.6,8.00E-02
1.52E-04,-1.8000001,-8.00E-02
1.52E-04,-2.2,-1.60E-01
1.53E-04,-2.2,-1.60E-01
1.53E-04,-1.8000001,-2.40E-01
1.53E-04,-2.2,-4.00E-01
1.53E-04,-2.2,-4.80E-01
1.53E-04,-2.2,-4.80E-01
1.54E-04,-2,-5.60E-01
1.54E-04,-2,-5.60E-01
1.54E-04,-2,-6.40E-01
1.54E-04,-2,-6.40E-01
1.54E-04,-1.6,-6.40E-01
1.55E-04,-1.6,-6.40E-01
1.55E-04,-1.2,-6.40E-01
1.55E-04,-8.00E-01,-8.00E-01
1.55E-04,-4.00E-01,-6.40E-01
1.55E-04,-2.00E-01,-8.00E-01
1.56E-04,2.00E-01,-8.00E-01
1.56E-04,0,-8.00E-01
